,author,comment,published_time
1461,waterbrogaming7354,"It’s a good day when beta squad, amp, sidemen, and even moresidemen post BANGERS 🔥",2023-10-03T20:09:08Z
1462,farta2406,Imagine waiting for this,2023-10-03T20:08:47Z
1463,candym0n709,FINALLY,2023-10-03T20:07:20Z
1464,Naitsirk1,We need some prox chat asap to celebrate 8m subs,2023-10-03T20:07:17Z
1465,twona.,"this video is WAY better than the speed 20v1, those are shite",2023-10-03T20:07:11Z
1466,AditPatidar,https://www.youtube.com/watch?v=lpRKHFwnj9w,2023-10-03T20:05:52Z
1467,thegreeneyedvixen,Do love a sidemen among us video....keep em coming,2023-10-03T20:05:35Z
1468,AKA_LC69,16:14 This was mad you know! 🤣🤣🤣 Look at the timing! 🤣🤣🤣🤣,2023-10-03T20:05:29Z
1469,dzeks1,"LazarBeam masterclass ✨✨✨
Edit:(For the first time😅😂)",2023-10-03T20:05:05Z
1470,fvoarin1307,"Tobi playing as an angel
I see you",2023-10-03T20:04:32Z
1471,ishmeet316,W,2023-10-03T20:04:06Z
1472,khaisel5844,Lannan carried this whole video no questions asked,2023-10-03T20:03:30Z
1473,richardbankole5912,I like how Callux's camera quality is sh*t compared to the others 😄😄,2023-10-03T20:03:02Z
1474,liamengram6326,"Lazar always comes prepared to make elite content. First it was the mountain of cheap keyboards to break, and now he has prepared a method of real life espionage.",2023-10-03T20:02:26Z
1475,immortal3293,"Sidemen among us has never disappointed me. Such goated content man!!!! Danny, Lanan and lazar always add great content and vibes.",2023-10-03T20:02:07Z
1476,Blaze-ub5uw,missed opportunity for Tobi to name is character Tobiiiii,2023-10-03T20:00:52Z
1477,ravshroud564,"Did josh just say ""UNINVISIBLE"" instead of just saying visible?",2023-10-03T20:00:34Z
1478,chazgames3690,“I love that from you Tobi” fell for the glazed donut with extra sprinkles,2023-10-03T20:00:09Z
1479,tonystark1247,josh's mom lokkin extra ticc at the end there 31:13,2023-10-03T20:00:02Z
1480,ouchhere,Lachlans reaction to finding the cam is too funny,2023-10-03T19:59:50Z
1481,Getslashfucked,Was it lagging every time it went to Vik’s point of view for you guys or am I allergic?,2023-10-03T19:59:08Z
1482,lyndseysimpson3185,More among us vids pleaseeeee,2023-10-03T19:58:22Z
1483,Lightningod7,LAZAR is the best😂😂😂,2023-10-03T19:56:57Z
1484,anzelavrih8183,It's not sidemen among us it's lazar among us hahaha😂😂😂,2023-10-03T19:56:15Z
1485,randum8774,Tbh I still enjoy sidemen among us videos more than even main channel uploads,2023-10-03T19:56:09Z
1486,jeromeedirimanasinghe2748,This sidemen amoung us is so funny 😂😂😂😂. Play of the century,2023-10-03T19:55:46Z
1487,zenkianimation9094,Where did JJ go? Lmao,2023-10-03T19:54:48Z
1488,SJR0403,Get a certain ginger in the next one,2023-10-03T19:54:39Z
1489,nicklaskracht5862,FINALYYYYY🎉🎉 ANOTHER AMONG US VIDEO!!!!,2023-10-03T19:54:14Z
1490,Cronk_LFC,Honestly get danny out he's so irrelevant for this type of content get jj back,2023-10-03T19:54:07Z
1491,abneraji744,lux with his 240p camera,2023-10-03T19:53:05Z
1492,Eltharison,"Fk me. Finally, i was waiting ages for it.",2023-10-03T19:53:02Z
1493,kristijansaric340,I'm glad it's obvious Lachlan had a beer before this,2023-10-03T19:52:54Z
1494,brumbz893,pog,2023-10-03T19:52:52Z
1495,Jake-lm7cc,Lazar in the 2nd round killing and making tobi and deji argue is definitely one of the best kills on this series,2023-10-03T19:51:24Z
1496,chrissawyer9905,Love these vids. Don’t stop the among us especially with lazar,2023-10-03T19:51:17Z
1497,MiaLeighton,Is Callux game captured on a brick 🤣🤣,2023-10-03T19:50:40Z
1498,-brownbread,"Lazar continues to be the best thing about these videos. This shit was so insane, lmfao",2023-10-03T19:50:37Z
1499,StaliasFable,We need ginge in here,2023-10-03T19:50:03Z
1500,Sportsalertpodcact,Lazer and lannan gave us one of the legendary among us moment 😂,2023-10-03T19:49:53Z
1501,Herrahaamu,Where is harry?,2023-10-03T19:49:53Z
1502,iRandom2x,Lazar and Danny are the best duo... change my mind LOL,2023-10-03T19:49:14Z
1503,Sugma_Newtz,NGl i’m still not over that Speed 20 vs 1😂💀,2023-10-03T19:48:57Z
1504,Munjab,I love how much effort lazar puts into these videos,2023-10-03T19:48:49Z
1505,PandaSquadd14,we need weekly hour among us vids,2023-10-03T19:48:16Z
1506,mustuploadtoo7543,"On my life sidemen, the 20 v 1 with speed was one of the best videos (certainly of the 20v1 series that I had seen). Speed entertained perfectly for over an hour and really made my day when I found it uploaded. Sidemen Among Us also provides that feeling as well. Thank you and the delay was more than worth it yesterday 😅🙏",2023-10-03T19:48:00Z
1507,dimmiedekock5470,The best feeling is when you open yt searching to watch a video while eating food and then seeing a Sidemen Amung us vidoe,2023-10-03T19:47:32Z
1508,esseven,lachy finding the camera was funny even if it was staged 😅,2023-10-03T19:47:01Z
1509,Naitsirk1,Yeeeeeeeeeeees,2023-10-03T19:46:32Z
1510,ste_zace,We drank an extra gallon of paint today,2023-10-03T19:46:15Z
1511,cameroncooper758,"Tobi's ""LISTEN TO ME"" was a spot on identical sound to Eric from sex education...",2023-10-03T19:45:51Z
1512,currykormax2076,Where the fucks ginge,2023-10-03T19:45:45Z
1513,ibraheemuneeb3355,Lachys look at the camera cracks me up😂😂😂😂😂😂,2023-10-03T19:45:31Z
1514,ShiverSchizo,This is so GOATED,2023-10-03T19:45:03Z
1515,JakeLatimer-ys8cl,Best among us video ever 😂😂😂😂,2023-10-03T19:44:56Z
1516,Zelestios,Ngl i expected xqc to be featured based on the chairty match sidecast,2023-10-03T19:44:51Z
1517,kylemuirhead6522,When we getting angryginge on among us?,2023-10-03T19:44:39Z
1518,quartzdntkurr,So worth the wait !!,2023-10-03T19:43:07Z
1519,RaymanGaming,One of the best among us videos ever 16:05 😂😂😂,2023-10-03T19:43:01Z
1520,killerassassin,Lol lazar is funny as fuck for that camera and the edits are elite,2023-10-03T19:42:30Z
1521,jackponsford8119,Need to get angry ginge on as guest.,2023-10-03T19:42:25Z
1522,Themba478,"26,97GB",2023-10-03T19:42:14Z
1523,LiverpoolGOAT3281,29:28 josh🤨🤨,2023-10-03T19:40:34Z
1524,yohomiejohn6604,Happy Halloween Sidemen :D,2023-10-03T19:40:12Z
1525,CptCupcake5,Lazar is always the best part of these videos,2023-10-03T19:39:56Z
1526,joeyandrews1921,25:00,2023-10-03T19:39:50Z
1527,beckscald3855,Lazar played an absolute blinder there!!,2023-10-03T19:39:24Z
1528,frev1518,The editing?,2023-10-03T19:39:19Z
1529,evnaf,Why does josh say ninja with an -er,2023-10-03T19:38:41Z
1530,dsaintblankdeer,Lachlan looking for a Camera was jokes 😂,2023-10-03T19:38:16Z
1531,rudisgraudins2126,11:24 Tobi: Oooooo okeiiz :),2023-10-03T19:37:08Z
1532,crazybulksj,Would rather have this as sidemen Sunday than 20v1,2023-10-03T19:36:57Z
1533,painwick4810,Finally Finally Finally,2023-10-03T19:36:19Z
1534,shahzaibnadeem2949,Hate this deji guy..stop bringing him in the videos..,2023-10-03T19:35:08Z
1535,amaananjumali,The hells wrong with vikstar gameplay doesn’t he have a 10000 pound setup yet it looks like most of that went into making the game look good and not how smoothly the game records,2023-10-03T19:35:04Z
1536,Cam_DePasquali,Dejo is amazing the amoung Us vids,2023-10-03T19:34:40Z
1537,avindu4650,Lanon is best among us player ever,2023-10-03T19:33:44Z
1538,greatteacheronizuka,"no way they put Callux in 😅, let's see how will the old dog perform",2023-10-03T19:33:23Z
1539,pav1317,Lanan is sooo jokes 😂😂😂😂,2023-10-03T19:32:53Z
1540,wxquik8668,More amogus pleaseeee amogus everyday ft,2023-10-03T19:32:22Z
1541,avindu4650,25:06 the moment lachy found the was so cold bro was looking at it like wtf is that 😂,2023-10-03T19:30:52Z
1542,immortal3293,Lazar is such a goat!!!!,2023-10-03T19:30:10Z
1543,balajiedmarbaniang556,The sidemen should never stop playing among us,2023-10-03T19:29:20Z
1544,chrisriffraff,"Floating dragon song got me X""D 
P.S. ( You know there is some kind of a problem when you notice this )XD",2023-10-03T19:29:09Z
1545,cyaffe,someone please turn Deji down...,2023-10-03T19:27:34Z
1546,dakprescott6812,I wait religiously for sidemen among us,2023-10-03T19:27:13Z
1547,sushijams,i love lazer in these videos,2023-10-03T19:25:54Z
1548,swagg_37,sidemen among us w lazar and lachlan is always fire 🔥‼️😂,2023-10-03T19:25:47Z
1549,guzten4601,Sidemen should start a Among Us ONLY channel😅,2023-10-03T19:25:43Z
1550,user-zy7gm4jt5b,I love these videos their so hilarious,2023-10-03T19:25:36Z
1551,Shredone45_online,Callux in 360p 😂,2023-10-03T19:25:32Z
1552,TheExLimit,Lachlan: 'Tobi is the ninja',2023-10-03T19:25:27Z
1553,fpl_djhammer,Lazar is a fucking GOAT for doing all that 😂,2023-10-03T19:25:26Z
1554,avindu4650,19:10 best kill ever,2023-10-03T19:25:02Z
1555,bentylecote9759,"youtube why, when i have watched every single episode of sidemen among us before this, did you not reccomend this too me!",2023-10-03T19:24:28Z
1556,Twitch-Evixtuss,They need to get  angry ginge on among us,2023-10-03T19:24:18Z
1557,KangarooBanana75,"Sidemen among us, Speed 20v1, Beta Squad cook off vs Amp, Beta Squad and Amp last in the box and airrack sneaking into celebrity pools. All in the past 2 days, loving youtube rn❤❤❤",2023-10-03T19:24:15Z
1558,zzzkun2526,Nah Josh is hot bro,2023-10-03T19:23:52Z
1559,thornzcarson9233,I remember when I used to watch DisguisedToast and see incredible high IQ among us plays. And you know what? I like this low IQ shit sooo much better 🤣,2023-10-03T19:23:46Z
1560,jethroomaye5457,"How about among us with fans
Just saying¯⁠\⁠(⁠ツ⁠)⁠/⁠¯",2023-10-03T19:23:09Z
1561,Murgi699,I Miss Harry😑 Where Is Heeee?,2023-10-03T19:22:59Z
1562,nishantwaman4019,Never gets old,2023-10-03T19:22:31Z
1563,Delqa,.,2023-10-03T19:22:26Z
1564,avindu4650,17:59 lux moment,2023-10-03T19:22:09Z
1565,etzooo7385,خدا بود,2023-10-03T19:21:38Z
1566,gatorbelt1772,A banger Sidemen Sunday (Monday) and now a banger Sidemen Among Us? Blessed,2023-10-03T19:20:55Z
1567,JibberishGold,Finally a new among us video,2023-10-03T19:20:16Z
1568,kgosisketchup9602,"Love the among us content! Can you please add angry ginge to these vids, it would be jokes",2023-10-03T19:19:52Z
1569,hughjass1976,"Lazar is such a perfect guest in sidemen videos, he adds to the group brilliantly",2023-10-03T19:18:46Z
1570,SpicyMelonYT,Post deji win era is great! Love when hes in these haha,2023-10-03T19:17:36Z
1571,mattthomas5989,The camera reveal was such bad acting. 😂😂😂😂,2023-10-03T19:16:55Z
1572,Sidemen.is.better,I love watching a new sidemen among us video and then watching it again... and again. AND AGAIN,2023-10-03T19:16:30Z
1573,Robot5Ster,Honestly. Lannan's reaction to Lachlan finding his camera was hilarious. i could stop cracking up over it.,2023-10-03T19:15:42Z
1574,GreatDG,Danny Aarons is def one of those guys who you should vote off early so that the rest of the lobby has a chance of winning,2023-10-03T19:15:20Z
1575,atig3f,23:25 Danny and his character both got scared😂😂,2023-10-03T19:15:00Z
1576,DeReK10000,Fuck your life mate your gone😂😂😂😂😂😂😂😂😂😂,2023-10-03T19:14:44Z
1577,frankieross1900,Is callux game captured on a brick,2023-10-03T19:13:56Z
1578,rasmuspetridis9942,"These use to be the best videos on YouTube, but I has fallen off. Most of the sidemen don’t even want to play the game anymore. 

Lannons crave for memes and content is so cringe at this point. First the keyboards and now this. Just stop.",2023-10-03T19:13:38Z
1579,jakeedwards1668,Can’t wait man Lazar is joke 😂,2023-10-03T19:13:36Z
1580,avindu4650,9:00 what happened to this lobby everyone throws the game away,2023-10-03T19:13:33Z
1581,RioRiver829,Woooo!,2023-10-03T19:12:28Z
1582,yassinakl2705,This whole video was just lanin and i loved thay,2023-10-03T19:12:02Z
1583,vinnylydall2648,Bob,2023-10-03T19:11:58Z
1584,AmirShooshtarian,lannon is the GOAT,2023-10-03T19:11:47Z
1585,lorenzorogers7007,The dedication from Lazar to setup that hidden camera 😂,2023-10-03T19:09:44Z
1586,matheuseduardo2482,"So, someone says ""i know what were you doing last round"" and the first thing you do is looking for a hidden camera in your room? Sure...",2023-10-03T19:09:28Z
1587,Ibrahimfifa23,😂,2023-10-03T19:09:23Z
1588,meetkanodia6339,ngl sidemen among us without lannan wouldn't half as good,2023-10-03T19:09:15Z
1589,rohitsuvar6317,Lazar is fuqn amazing,2023-10-03T19:08:39Z
1590,MnMMnE,Lazarbeam puts more effort into Sidemen vids than sidemen do,2023-10-03T19:07:35Z
1591,dragonballrampage2070,Keep uploading moreeee amongus,2023-10-03T19:06:50Z
1592,calebjolly4611,Their editors are dope,2023-10-03T19:06:42Z
1593,ZERO-L,Lazar has truly become of the Sidemen,2023-10-03T19:06:00Z
1594,vikkstarclips123,Great to see Callux back ❤,2023-10-03T19:06:00Z
1595,thedrator,Why does Danny sounds like Gordon Ramsay 🥴,2023-10-03T19:05:55Z
1596,SanketKar,It’s really killing me that I know the background song from some game but can’t recall the name of the game. Can anyone help please?,2023-10-03T19:05:38Z
1597,redjinn999devil2,sidemen Tuesday among us,2023-10-03T19:05:33Z
1598,kabza7134,Please make more amomg us vids 😭😭😭,2023-10-03T19:05:27Z
1599,abelberhanu2418,I want Ethan's Headphones 😩,2023-10-03T19:05:17Z
1600,madkiller283,ACTIVATE VIEWS BOYS!!! WE HAVE FINALLY GOT OUR WISHES!!! SHOW SOME LOVE FOR THE AMONG US CREW...,2023-10-03T19:05:09Z
1601,avindu4650,Best series ❤ still loving the among us series,2023-10-03T19:04:53Z
1602,ibrahimsiddique4787,Missing angry ginge,2023-10-03T19:04:28Z
1603,cheeseymadness7391,Lazer always making the content the best it can be,2023-10-03T19:03:57Z
1604,txfq,"i see ""sidemen among us"" i like it instantly.",2023-10-03T19:02:30Z
1605,Comebackfooty,18:03😂,2023-10-03T19:02:12Z
1606,wachyea5812,"Don't get why they are lying in the thumbnail, ninja role sounds why cooler then spy anyways",2023-10-03T19:01:58Z
1607,isaacvillarreal8094,Toby was actually gonna cry 😢😂,2023-10-03T19:01:27Z
1608,niteeshj1097,Lazar beam is a genius cheater. Just put a camera on lachlans room,2023-10-03T18:59:51Z
1609,lmablackbird9389,Vik with the Indian marination on Tobi,2023-10-03T18:59:30Z
1610,RahimbroRB7129,lannan made this entire video so watchable and memorable,2023-10-03T18:57:46Z
1611,dipit221b,"If LAZAR knew at the beginning that Danny was recording only the left of his screen, he would have killed his own teammate for ultra levels of stupidity",2023-10-03T18:57:30Z
1612,gustavopreciado2563,About time y’all came more out with among us.,2023-10-03T18:57:16Z
1613,gotu1957,"We are close to the Sidemend Downfall..
KSI loses to Fury
Ethan is a single father
Vik is a Bully
Toby comea out as  a Gay
Simon does not deselrve Tal. with his looks
Harry is gambling and drinking somewhere
Josh is carrying Sidemen channel


The Doomsday is upon us!!!",2023-10-03T18:56:25Z
1614,LoganW143,"Lazar has truly mastered the Sidemen Smarts 😂 and it didn’t take long, which does kind of scare me",2023-10-03T18:56:11Z
1615,jodieoliver6597,simon and viks wedding rings…<3,2023-10-03T18:55:25Z
1616,farhanziad2120,I need a lazar and minter imposter duo. The lobby would be doomed😂,2023-10-03T18:54:56Z
1617,ZephyrHD_,Lazar is the best😭😭😭😭,2023-10-03T18:54:41Z
1618,godofhyperdeathgrimotaku3476,bro tobi has a cursed technique,2023-10-03T18:54:11Z
1619,SoReformed,Nothing seems to be going right for danny,2023-10-03T18:53:17Z
1620,Maxitoes,Sidemen Among us is the best sidemen content 100%,2023-10-03T18:53:06Z
1621,cheyenneleigh9932,After the week I’ve been having. I needed this,2023-10-03T18:52:37Z
1622,MrPhoenixWT,Bro calux was playing on the Nintendo 3ds like what are those graphics 💀,2023-10-03T18:52:01Z
1623,Zero-vo7zt,Lachlans face,2023-10-03T18:52:01Z
1624,sultanpro6148,Best among us game play by morons,2023-10-03T18:51:43Z
1625,celticsin4,Lachy looking straight at the camera was one of the funniest things ever,2023-10-03T18:51:29Z
1626,Nothing6ix,only watch these vids cause of deji ngl,2023-10-03T18:49:25Z
1627,user-uo9dz4es6f,when lachlan found the camera it was so jokes,2023-10-03T18:49:03Z
1628,beantheblade236,Among us> any 20 vs 1,2023-10-03T18:48:55Z
1629,burbernard7533,we need a max lobby.,2023-10-03T18:48:10Z
1630,georges5231,Elite play with the camera! Pure CONTENT,2023-10-03T18:47:42Z
1631,kgosisketchup9602,Anyone wondering why callux's screen looks like when you set you video quality to 144p🤣🤣🤣,2023-10-03T18:47:22Z
1632,primalcookie6036,LAZAR: you either die a hero or see yourself become the villain,2023-10-03T18:46:46Z
1633,dharmil8,Deji literally sounds like JJ lite,2023-10-03T18:46:21Z
1634,TheRajan96,Nah I can’t Tobi’s skin is fucking me up,2023-10-03T18:45:49Z
1635,abdulrahmanalanzi,What a masterpiece from Danny and lazar,2023-10-03T18:45:47Z
1636,Asian200iq,Yessssss new among us video,2023-10-03T18:45:33Z
1637,pearcefranklin566,Would sacrifice some family members for daily sidemen among us on. On g,2023-10-03T18:45:32Z
1638,ianabaho6130,JJ shouldn't be telling people to subscribe when his barely on the channel himself😂,2023-10-03T18:45:15Z
1639,jackthor6711,We need one every week once a week plz,2023-10-03T18:44:44Z
1640,sujaysanyal,"The only people in this lobby who use their brains are lazar, vikk and Simon",2023-10-03T18:44:22Z
1641,MrTanki4,You can get olive on the among us if youre getting deji on like he's literally ape brain,2023-10-03T18:44:12Z
1642,zainulabideenahmedmirmir4785,You have to be stupid to play Among Us with the Sidemen,2023-10-03T18:44:05Z
1643,layanatawneh4315,Yesss sidmen among us 🥳,2023-10-03T18:44:00Z
1644,dollfin0283,Love how Callux is back!!!,2023-10-03T18:43:15Z
1645,Malhaheifnrifbwkmq,Who would’ve thought that after them doing YouTube for 10 years they would know how to record gameplay,2023-10-03T18:42:20Z
